Customer_ID,Full_Name,ID_Number,Date_of_Birth,Age,Gender,Phone_Number,Email,Address,Location,Employment_Status,Monthly_Income_Bracket,Estimated_Monthly_Income,Account_Opening_Date,Has_Savings_Account,Account_Balance,Loan_ID,Loan_Product,Loan_Amount,Interest_Rate,Term_Type,Term_Months,Term_Weeks,Total_Loan_Amount,Loan_Disbursement_Date,Next_Due_Date,Loan_Status,Outstanding_Balance,Total_Paid,Overdue_Amount,Payments_Made,Payments_Missed,Number_of_Loans,Number_of_Declined_Loans,Declined_Loans_Details,Profile_Type,Is_Defaulter
CUST-000657,Ronald Johnson,003***37,2001-08-12,24,Male,+254 *** *** 176,ca***d@yahoo.com,"8593 Jessica Prairie Apt. 155, Mwea",Mwea,Casual laborer,"10,000 - 20,000",15000,2025-01-30,No,227.43,LOAN-000657-01,School Fees Loan,58000,14.5,monthly,9.0,,66410.0,2025-11-27,2026-01-26,Active,59031.11,7378.89,1354.82,1,1,1,0,,Hustler/Casual Worker,No
CUST-000658,Lori Johnson,104***27,1996-01-23,30,Female,+254 *** *** 636,,"96240 Trevor Oval Suite 251, Nairobi",Nairobi,Formally employed (permanent),"10,000 - 20,000",15000,2023-11-29,Yes,38998.36,LOAN-000658-01,Cash Loan,16000,18.5,monthly,9.0,,18960.0,2025-12-08,2026-01-07,Active,18960.0,0.0,401.72,0,1,1,1,"Business Capital Loan (53,000 KES) - Loan amount too high",Entry Level Worker,No
CUST-000659,Donald Davis,045***72,1989-01-04,37,Male,+254 *** *** 972,,"56280 Stewart Streets, Nairobi",Nairobi,Formally employed (permanent),"Above 100,000",150000,2023-09-17,Yes,266824.9,LOAN-000659-01,School Fees Loan,146000,14.5,weekly,,12.0,167170.0,2025-02-20,,Completed,13930.83,153239.17,1197.96,11,1,1,2,"Emergency Loan (11,000 KES) - Poor credit history; Business Capital Loan (207,000 KES) - High debt-to-income ratio",Stable Professional,No
CUST-000660,Robert Coleman,215***35,1999-08-19,26,Male,+254 *** *** 029,,"29118 Stephen Camp, Kayole",Kayole,Self-employed/Business owner,"10,000 - 20,000",15000,2023-10-15,No,3373.16,LOAN-000660-01,Utility Loan,18000,16.0,weekly,,12.0,20880.0,2025-12-21,2026-01-25,Overdue,13983.76,6896.24,3480.0,4,2,1,0,,Hustler/Casual Worker,Yes
CUST-000661,Victoria Lewis,545***96,1987-02-03,39,Female,+254 *** *** 485,,"9069 Cheryl Keys Suite 223, Kayole",Kayole,Formally employed (permanent),"50,001 - 100,000",75000,2025-05-16,Yes,140539.67,LOAN-000661-01,Utility Loan,50000,16.0,weekly,,24.0,58000.0,2025-11-24,,Defaulted,44068.39,13931.61,9666.67,6,4,1,0,,Stable Professional,Yes
CUST-000662,Laurie Hall,676***49,2002-06-20,23,Female,+254 *** *** 510,ra***r@protonmail.com,"478 Shawn Crossroad Suite 354, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2024-01-20,Yes,26324.39,LOAN-000662-01,Cash Loan,37000,18.5,weekly,,36.0,43845.0,2025-02-19,2025-10-01,Active,6089.58,37755.42,552.64,31,5,3,2,"School Fees Loan (124,000 KES) - Poor credit history; Utility Loan (23,000 KES) - Poor credit history",Entry Level Worker,No
CUST-000663,Gregory Bowman,967***92,1996-06-11,29,Male,+254 *** *** 029,,"26804 Wilson Burgs, Mombasa Road",Mombasa Road,Self-employed/Business owner,"50,001 - 100,000",75000,2024-02-07,No,4195.29,LOAN-000663-01,Emergency Loan,36000,22.0,monthly,3.0,,43920.0,2025-12-18,2026-01-17,Active,43920.0,0.0,133.64,0,1,1,0,,Young Entrepreneur,No
CUST-000664,Gordon Davis,282***19,1980-10-15,45,Male,+254 *** *** 239,,"60547 Travis Mountain, Nairobi",Nairobi,Formally employed (permanent),"50,001 - 100,000",75000,2025-04-07,Yes,171931.39,LOAN-000664-01,Business Capital Loan,144000,19.5,monthly,9.0,,172080.0,2025-11-12,,Defaulted,172080.0,0.0,38240.0,0,2,2,0,,Stable Professional,Yes
CUST-000665,Noah Eaton,133***08,2001-12-08,24,Male,+254 *** *** 780,ro***s@yahoo.com,"2974 Brown Gateway, Kamulu",Kamulu,Self-employed/Business owner,"Below 10,000",7500,2024-08-20,Yes,3448.36,LOAN-000665-01,Emergency Loan,71000,22.0,weekly,,12.0,86620.0,2025-07-22,,Defaulted,47833.09,38786.91,43310.0,6,6,4,0,,Hustler/Casual Worker,Yes
CUST-000666,Steven Hughes,435***65,1994-11-09,31,Male,+254 *** *** 338,,"96175 Barrera Port, Mombasa Road",Mombasa Road,Formally employed (contract),"10,000 - 20,000",15000,2025-02-03,No,3422.35,LOAN-000666-01,Utility Loan,31000,16.0,weekly,,24.0,35960.0,2025-11-05,,Written Off,25547.54,10412.46,7491.67,8,5,2,0,,Hustler/Casual Worker,Yes
CUST-000667,Rhonda Miller,584***82,1995-04-21,30,Female,+254 *** *** 245,,"4603 Lynn Orchard, Nairobi",Nairobi,Formally employed (contract),"50,001 - 100,000",75000,2023-12-10,Yes,152278.61,LOAN-000667-01,Emergency Loan,61000,22.0,monthly,6.0,,74420.0,2026-01-18,2026-02-17,Active,74420.0,0.0,0.0,0,0,3,0,,Stable Professional,No
CUST-000668,Nicholas Clayton,109***04,1987-10-25,38,Male,+254 *** *** 051,im***e@yahoo.com,"40005 Olivia Mission Suite 889, Nairobi",Nairobi,Formally employed (permanent),"30,001 - 50,000",40000,2024-11-27,Yes,81789.77,LOAN-000668-01,Utility Loan,50000,16.0,weekly,,24.0,58000.0,2025-02-27,2025-07-31,Active,7250.0,50750.0,1112.52,21,3,1,0,,Stable Professional,No
CUST-000669,Katie Rodriguez,555***27,1988-12-17,37,Female,+254 *** *** 910,,"90573 Becky Summit, Kamulu",Kamulu,Formally employed (permanent),"Above 100,000",150000,2023-09-30,Yes,22732.62,LOAN-000669-01,School Fees Loan,84000,14.5,monthly,3.0,,96180.0,2025-11-24,2026-01-23,Active,64120.0,32060.0,5402.42,1,1,1,0,,Stable Professional,No
CUST-000670,Jason Stewart,837***21,1970-09-08,55,Male,+254 *** *** 585,la***n@icloud.com,"492 Wilkins Shoal Suite 834, Kayole",Kayole,Formally employed (permanent),"Above 100,000",150000,2025-10-17,Yes,223201.35,LOAN-000670-01,Business Capital Loan,268000,22.5,weekly,,24.0,328300.0,2026-01-06,2026-02-03,Active,287262.5,41037.5,2113.66,3,1,2,0,,Stable Professional,No
CUST-000671,Jordan Cooper,439***65,1996-07-30,29,Female,+254 *** *** 327,,"197 Jenkins Circle Apt. 365, Nairobi",Nairobi,Formally employed (contract),"30,001 - 50,000",40000,2025-07-05,No,2527.22,LOAN-000671-01,Utility Loan,42000,16.0,monthly,3.0,,48720.0,2025-11-24,2025-12-24,Overdue,48720.0,0.0,32480.0,0,2,2,0,,Young Entrepreneur,Yes
CUST-000672,John Marquez,110***51,1989-07-20,36,Male,+254 *** *** 760,yg***s@yahoo.com,"67129 Parrish Club Suite 433, Nairobi",Nairobi,Self-employed/Business owner,"20,001 - 30,000",25000,2025-04-11,No,986.58,LOAN-000672-01,Cash Loan,79000,18.5,monthly,6.0,,93615.0,2025-07-20,,Completed,15602.5,78012.5,562.78,5,1,1,0,,Hustler/Casual Worker,No
CUST-000673,Cathy Dominguez,970***89,1990-09-25,35,Female,+254 *** *** 799,,"4752 Mark Prairie Suite 659, Mombasa Road",Mombasa Road,Formally employed (permanent),"50,001 - 100,000",75000,2025-06-12,Yes,78970.58,LOAN-000673-01,Business Capital Loan,178000,19.5,monthly,9.0,,212710.0,2025-07-30,,Completed,94537.78,118172.22,667.09,5,1,3,0,,Stable Professional,No
CUST-000674,Anna Santiago,583***81,1987-07-30,38,Female,+254 *** *** 318,je***3@yandex.com,"38293 Natalie Green Suite 002, Mwea",Mwea,Formally employed (permanent),"Above 100,000",150000,2023-06-09,Yes,314412.13,LOAN-000674-01,Utility Loan,50000,16.0,weekly,,24.0,58000.0,2025-02-15,,Completed,4833.33,53166.67,283.51,22,2,1,2,"Emergency Loan (67,000 KES) - High debt-to-income ratio; Business Capital Loan (158,000 KES) - Too many existing loans",Stable Professional,No
CUST-000675,Kenneth Paul,186***28,1998-08-23,27,Male,+254 *** *** 111,,"717 Shannon Shores Apt. 213, Nairobi",Nairobi,Self-employed/Business owner,"30,001 - 50,000",40000,2025-06-30,No,3967.95,LOAN-000675-01,Utility Loan,50000,16.0,monthly,6.0,,58000.0,2025-12-21,,Defaulted,58000.0,0.0,9666.67,0,1,1,0,,Young Entrepreneur,Yes
CUST-000676,Cathy Baker,009***26,1996-05-16,29,Female,+254 *** *** 334,ms***d@outlook.co.ke,"2670 Shelby Locks Apt. 734, Nairobi",Nairobi,Self-employed/Business owner,"30,001 - 50,000",40000,2025-04-03,Yes,22752.96,LOAN-000676-01,Emergency Loan,78000,22.0,weekly,,24.0,95160.0,2025-07-07,,Completed,11895.0,83265.0,761.7,21,3,1,0,,Young Entrepreneur,No
CUST-000677,Brenda Silva,653***26,1995-11-01,30,Female,+254 *** *** 939,ja***5@hotmail.com,"99280 Nicole Summit, Nairobi",Nairobi,Casual laborer,"10,000 - 20,000",15000,2025-04-03,Yes,11977.52,LOAN-000677-01,School Fees Loan,36000,14.5,monthly,6.0,,41220.0,2025-05-14,2025-11-10,Active,6870.0,34350.0,1025.98,5,1,2,0,,Hustler/Casual Worker,No
CUST-000678,Kimberly Wise,924***09,1988-10-12,37,Female,+254 *** *** 566,br***t@yahoo.co.ke,"077 Buckley Estate Suite 012, Nairobi",Nairobi,Self-employed/Business owner,"10,000 - 20,000",15000,2025-09-03,No,1696.51,LOAN-000678-01,Utility Loan,18000,16.0,weekly,,12.0,20880.0,2025-10-19,,Defaulted,14668.02,6211.98,13920.0,4,8,1,0,,Hustler/Casual Worker,Yes
CUST-000679,Angel Martinez,004***50,1995-08-05,30,Female,+254 *** *** 816,mi***n@yahoo.co.uk,"7077 Garrett Village, Mwea",Mwea,Self-employed/Business owner,"Below 10,000",7500,2023-02-22,Yes,7462.53,LOAN-000679-01,Emergency Loan,28000,22.0,monthly,3.0,,34160.0,2025-03-02,,Defaulted,22864.62,11295.38,22773.33,1,2,1,0,,Hustler/Casual Worker,Yes
CUST-000680,William White,442***14,1964-12-15,61,Male,+254 *** *** 225,ri***e@outlook.co.ke,"4671 Kathy Port Apt. 347, Kamulu",Kamulu,Self-employed/Business owner,"50,001 - 100,000",75000,2023-03-05,No,3771.45,LOAN-000680-01,Cash Loan,59000,21.5,monthly,6.0,,71685.0,2025-05-28,,Defaulted,39353.57,32331.43,35842.5,3,3,2,0,,Overburdened Family Person,Yes
CUST-000681,Karen Schultz,211***79,1961-01-17,65,Female,+254 *** *** 012,,"6868 Taylor Causeway Suite 219, Kayole",Kayole,Casual laborer,"10,000 - 20,000",15000,2023-12-07,Yes,18750.13,LOAN-000681-01,Business Capital Loan,67000,22.5,weekly,,36.0,82075.0,2025-07-31,,Defaulted,65598.0,16477.0,41037.5,8,18,1,0,,Hustler/Casual Worker,Yes
CUST-000682,Mr. Timothy Thompson DDS,836***86,2003-04-25,22,Male,+254 *** *** 874,,"54061 Kelly Fork Suite 723, Kamulu",Kamulu,Casual laborer,"20,001 - 30,000",25000,2024-09-07,No,3834.6,LOAN-000682-01,Business Capital Loan,57000,19.5,weekly,,24.0,68115.0,2025-06-17,,Written Off,46676.42,21438.58,42571.88,9,15,4,0,,Hustler/Casual Worker,Yes
CUST-000683,Victor Schneider,684***97,2003-12-04,22,Male,+254 *** *** 277,kr***r@mail.com,"5609 Amber Forest Suite 530, Kamulu",Kamulu,Formally employed (contract),"20,001 - 30,000",25000,2025-10-31,No,3190.4,LOAN-000683-01,Emergency Loan,68000,22.0,weekly,,12.0,82960.0,2026-01-22,2026-01-29,Overdue,82960.0,0.0,6913.33,0,1,1,0,,Entry Level Worker,Yes
CUST-000684,Jerry Mueller,269***00,1998-07-11,27,Male,+254 *** *** 673,hu***e@hotmail.com,"26935 Zimmerman Ferry Suite 177, Mwea",Mwea,Formally employed (contract),"50,001 - 100,000",75000,2023-03-12,Yes,69015.3,LOAN-000684-01,Utility Loan,41000,16.0,weekly,,24.0,47560.0,2026-01-08,2026-01-22,Overdue,45798.56,1761.44,3963.33,1,2,3,1,"Business Capital Loan (280,000 KES) - Incomplete documentation",Young Entrepreneur,Yes
CUST-000685,Ms. Linda Hancock,679***72,1997-03-16,28,Female,+254 *** *** 574,rw***s@yahoo.com,"280 Jonathan Square Apt. 185, Kayole",Kayole,Formally employed (contract),"Below 10,000",7500,2024-04-08,No,2911.96,LOAN-000685-01,Emergency Loan,62000,22.0,weekly,,12.0,75640.0,2025-07-15,2025-10-07,Active,6303.33,69336.67,287.4,11,1,3,2,"School Fees Loan (128,000 KES) - Poor credit history; Emergency Loan (66,000 KES) - Incomplete documentation",Hustler/Casual Worker,No
CUST-000686,Kimberly Bridges,519***43,1994-12-22,31,Female,+254 *** *** 799,ad***y@mail.com,"0943 Zachary Isle Suite 203, Nairobi",Nairobi,Formally employed (permanent),"50,001 - 100,000",75000,2024-06-10,No,706.8,LOAN-000686-01,Utility Loan,50000,16.0,monthly,3.0,,58000.0,2025-04-01,2025-06-30,Active,19333.33,38666.67,315.36,2,1,1,0,,Stable Professional,No
CUST-000687,Brenda Farrell,025***78,1989-10-16,36,Female,+254 *** *** 177,uw***d@protonmail.com,"75350 Brooke Walk, Kayole",Kayole,Formally employed (permanent),"Above 100,000",150000,2025-07-29,Yes,293519.5,LOAN-000687-01,Emergency Loan,88000,22.0,monthly,3.0,,107360.0,2025-11-19,2026-01-18,Active,71573.33,35786.67,4136.21,1,1,2,2,"Emergency Loan (18,000 KES) - Poor credit history; Business Capital Loan (91,000 KES) - Incomplete documentation",Stable Professional,No
CUST-000688,Christopher Tucker,432***40,1984-08-03,41,Male,+254 *** *** 615,,"93711 Suarez Meadows, Mwea",Mwea,Formally employed (permanent),"20,001 - 30,000",25000,2024-12-27,No,4818.29,LOAN-000688-01,Business Capital Loan,142000,19.5,weekly,,48.0,169690.0,2025-09-25,,Defaulted,134858.84,34831.16,24746.46,11,7,1,0,,Overburdened Family Person,Yes
CUST-000689,Andrew Mayer,807***32,1998-06-04,27,Male,+254 *** *** 635,,"01009 Whitney Overpass, Nairobi",Nairobi,Formally employed (contract),"50,001 - 100,000",75000,2025-09-06,Yes,97420.15,LOAN-000689-01,Business Capital Loan,147000,19.5,monthly,9.0,,175665.0,2025-12-24,,Defaulted,175665.0,0.0,19518.33,0,1,1,0,,Young Entrepreneur,Yes
CUST-000690,Elizabeth Murray,862***92,1986-11-04,39,Female,+254 *** *** 129,ke***2@hotmail.com,"00266 Katie Corner, Nairobi",Nairobi,Formally employed (permanent),"30,001 - 50,000",40000,2023-08-19,Yes,53197.04,LOAN-000690-01,Business Capital Loan,274000,19.5,monthly,9.0,,327430.0,2025-10-04,,Completed,218286.67,109143.33,7266.23,3,1,1,0,,Stable Professional,No
CUST-000691,Courtney Stewart,905***84,2001-07-03,24,Female,+254 *** *** 441,,"8231 Samantha River Suite 001, Nairobi",Nairobi,Casual laborer,"10,000 - 20,000",15000,2023-11-02,No,2383.04,LOAN-000691-01,School Fees Loan,54000,14.5,monthly,6.0,,61830.0,2025-04-01,,Defaulted,42771.21,19058.79,41220.0,2,4,2,0,,Hustler/Casual Worker,Yes
CUST-000692,Jennifer Morse,375***57,1994-07-06,31,Female,+254 *** *** 351,,"675 Elizabeth Ports, Nairobi",Nairobi,Self-employed/Business owner,"30,001 - 50,000",40000,2025-04-03,Yes,105880.96,LOAN-000692-01,Cash Loan,117000,18.5,weekly,,24.0,138645.0,2025-04-06,,Completed,11553.75,127091.25,1414.96,22,2,1,0,,Young Entrepreneur,No
CUST-000693,Christina Torres,447***16,1993-11-11,32,Female,+254 *** *** 683,ma***6@yahoo.com,"0338 Melanie Plaza Suite 323, Mombasa Road",Mombasa Road,Self-employed/Business owner,"30,001 - 50,000",40000,2025-07-05,No,383.47,LOAN-000693-01,School Fees Loan,50000,14.5,monthly,3.0,,57250.0,2025-07-29,,Defaulted,38435.4,18814.6,38166.67,1,2,2,0,,Young Entrepreneur,Yes
CUST-000694,John Gordon,143***15,1994-02-15,31,Male,+254 *** *** 458,la***a@yahoo.co.ke,"2399 Berger Divide Apt. 624, Kayole",Kayole,Self-employed/Business owner,"30,001 - 50,000",40000,2024-11-06,Yes,101198.47,LOAN-000694-01,Business Capital Loan,133000,19.5,monthly,6.0,,158935.0,2025-07-29,2026-01-25,Active,26489.17,132445.83,3758.01,5,1,2,0,,Young Entrepreneur,No
CUST-000695,Tracey Vance,752***62,1992-06-15,33,Female,+254 *** *** 418,su***s@aol.com,"559 Corey Ways, Kayole",Kayole,Formally employed (contract),"30,001 - 50,000",40000,2025-09-01,Yes,23971.2,LOAN-000695-01,Cash Loan,172000,18.5,monthly,3.0,,203820.0,2025-12-20,2026-01-19,Active,203820.0,0.0,12807.49,0,1,1,2,"Cash Loan (69,000 KES) - Poor credit history; Cash Loan (191,000 KES) - High debt-to-income ratio",Young Entrepreneur,No
CUST-000696,William Fleming,909***58,1987-09-30,38,Male,+254 *** *** 689,,"040 Elizabeth Curve Apt. 958, Nairobi",Nairobi,Formally employed (permanent),"30,001 - 50,000",40000,2023-08-04,Yes,108568.06,LOAN-000696-01,Cash Loan,95000,18.5,monthly,3.0,,112575.0,2025-07-13,,Completed,37525.0,75050.0,6231.91,2,1,1,0,,Stable Professional,No
CUST-000697,John Cole,842***12,2003-07-23,22,Male,+254 *** *** 301,sa***1@outlook.com,"610 Lee Highway Apt. 518, Mombasa Road",Mombasa Road,Formally employed (contract),"Below 10,000",7500,2025-09-27,No,3600.21,LOAN-000697-01,Emergency Loan,93000,22.0,monthly,6.0,,113460.0,2025-12-02,,Defaulted,95042.88,18417.12,18910.0,1,1,3,0,,Hustler/Casual Worker,Yes
CUST-000698,Anthony Smith,237***42,1997-12-07,28,Male,+254 *** *** 200,,"80582 Lori Street, Kayole",Kayole,Formally employed (permanent),"10,000 - 20,000",15000,2024-02-10,No,3675.08,LOAN-000698-01,Utility Loan,34000,16.0,monthly,3.0,,39440.0,2025-03-29,,Completed,13146.67,26293.33,776.29,2,1,1,0,,Entry Level Worker,No
CUST-000699,Andrew Ramos,211***56,1996-01-16,30,Male,+254 *** *** 179,ib***r@yahoo.com,"82350 Chen Path, Nairobi",Nairobi,Self-employed/Business owner,"50,001 - 100,000",75000,2024-03-01,Yes,36378.66,LOAN-000699-01,Emergency Loan,40000,22.0,weekly,,12.0,48800.0,2025-02-16,2025-05-11,Active,4066.67,44733.33,320.92,11,1,1,0,,Young Entrepreneur,No
CUST-000700,Erica Allen,469***21,1995-12-01,30,Female,+254 *** *** 132,sm***r@icloud.com,"53004 Marie Courts, Mwea",Mwea,Formally employed (contract),"10,000 - 20,000",15000,2025-03-29,Yes,18302.34,LOAN-000700-01,Cash Loan,63000,18.5,monthly,9.0,,74655.0,2025-08-27,2026-01-24,Active,41475.0,33180.0,1226.19,4,1,3,0,,Entry Level Worker,No
CUST-000701,David Miller,454***44,1996-09-17,29,Male,+254 *** *** 320,ju***5@outlook.co.ke,"97384 Garza Forest, Nairobi",Nairobi,Formally employed (permanent),"30,001 - 50,000",40000,2023-05-10,Yes,92408.16,LOAN-000701-01,Emergency Loan,35000,22.0,monthly,3.0,,42700.0,2025-06-04,2025-09-02,Active,14233.33,28466.67,1499.6,2,1,2,0,,Entry Level Worker,No
CUST-000702,Laura Lopez,186***72,1998-05-01,27,Female,+254 *** *** 080,ap***2@aol.com,"511 James Manors, Kamulu",Kamulu,Formally employed (contract),"30,001 - 50,000",40000,2024-05-12,Yes,86144.73,LOAN-000702-01,Utility Loan,32000,16.0,monthly,6.0,,37120.0,2025-09-23,,Completed,18560.0,18560.0,1013.06,3,1,1,0,,Young Entrepreneur,No
CUST-000703,Aaron Ramirez,005***44,1986-10-25,39,Male,+254 *** *** 090,,"632 Ruiz Plains, Mombasa Road",Mombasa Road,Formally employed (permanent),"20,001 - 30,000",25000,2024-08-23,Yes,57558.6,LOAN-000703-01,Business Capital Loan,101000,19.5,monthly,6.0,,120695.0,2025-11-19,2026-01-18,Overdue,104133.04,16561.96,20115.83,1,1,1,0,,Overburdened Family Person,Yes
CUST-000704,Jennifer Carter,588***38,1992-03-03,33,Female,+254 *** *** 924,ua***r@gmail.co.ke,"4914 Howard Forest, Nairobi",Nairobi,Self-employed/Business owner,"30,001 - 50,000",40000,2023-06-03,Yes,21636.46,LOAN-000704-01,Cash Loan,139000,18.5,monthly,9.0,,164715.0,2025-11-03,,Defaulted,147110.34,17604.66,36603.33,1,2,2,0,,Young Entrepreneur,Yes
CUST-000705,Mrs. Veronica Norman,884***23,1990-09-03,35,Female,+254 *** *** 543,eg***z@icloud.com,"000 Mendez Haven, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2024-10-03,Yes,2699.79,LOAN-000705-01,Emergency Loan,66000,22.0,monthly,6.0,,80520.0,2025-10-26,,Defaulted,67497.69,13022.31,26840.0,1,2,1,0,,Hustler/Casual Worker,Yes
CUST-000706,Tony Collins,359***76,1992-10-03,33,Male,+254 *** *** 302,,"64785 Holly Spur, Kayole",Kayole,Formally employed (contract),"Below 10,000",7500,2025-05-22,No,2509.99,LOAN-000706-01,Business Capital Loan,82000,19.5,weekly,,48.0,97990.0,2025-10-14,,Written Off,82028.39,15961.61,14290.21,9,7,1,0,,Hustler/Casual Worker,Yes
CUST-000707,Matthew Moses,648***45,2003-06-07,22,Male,+254 *** *** 685,bw***n@outlook.com,"99903 Albert Prairie Suite 632, Nairobi",Nairobi,Self-employed/Business owner,"Below 10,000",7500,2026-01-01,Yes,10198.0,LOAN-000707-01,Utility Loan,20000,16.0,monthly,6.0,,23200.0,2026-01-19,2026-02-18,Active,23200.0,0.0,0.0,0,0,3,0,,Hustler/Casual Worker,Yes
CUST-000708,Joseph Robbins,820***78,2003-10-05,22,Male,+254 *** *** 810,hv***z@outlook.com,"6736 William Stream, Kayole",Kayole,Formally employed (permanent),"10,000 - 20,000",15000,2025-07-20,Yes,25991.43,LOAN-000708-01,Utility Loan,47000,16.0,weekly,,12.0,54520.0,2026-01-01,2026-01-29,Active,40890.0,13630.0,86.48,3,1,1,0,,Entry Level Worker,No
CUST-000709,Tonya Allen,933***43,1995-01-20,31,Female,+254 *** *** 775,la***6@outlook.co.ke,"2724 Heather Falls, Mwea",Mwea,Formally employed (permanent),"30,001 - 50,000",40000,2023-07-03,Yes,85088.33,LOAN-000709-01,School Fees Loan,94000,14.5,monthly,9.0,,107630.0,2025-08-22,,Completed,59794.44,47835.56,2088.85,4,1,1,0,,Stable Professional,No
CUST-000710,Colleen Caldwell,218***73,1995-08-26,30,Female,+254 *** *** 809,al***n@outlook.com,"456 Steven Wells, Nairobi",Nairobi,Formally employed (contract),"50,001 - 100,000",75000,2023-10-14,Yes,156917.15,LOAN-000710-01,Emergency Loan,73000,22.0,weekly,,24.0,89060.0,2025-04-16,,Completed,7421.67,81638.33,335.7,22,2,1,0,,Stable Professional,No
CUST-000711,John Reynolds,323***50,1990-12-29,35,Male,+254 *** *** 027,an***2@protonmail.com,"86864 Beasley Springs, Mombasa Road",Mombasa Road,Formally employed (contract),"30,001 - 50,000",40000,2023-04-04,No,2350.05,LOAN-000711-01,Cash Loan,107000,18.5,monthly,9.0,,126795.0,2025-07-09,,Defaulted,78463.93,48331.07,42265.0,4,3,2,0,,Overburdened Family Person,Yes
CUST-000712,John Lewis,340***86,1993-07-01,32,Male,+254 *** *** 284,gu***d@yahoo.co.ke,"67660 Ortiz Spur, Nairobi",Nairobi,Formally employed (permanent),"50,001 - 100,000",75000,2024-11-14,Yes,21909.92,LOAN-000712-01,Utility Loan,50000,16.0,monthly,3.0,,58000.0,2025-09-09,,Completed,19333.33,38666.67,640.41,2,1,3,0,,Stable Professional,No
CUST-000713,Kristina Perez,546***94,1978-07-31,47,Female,+254 *** *** 235,,"2818 Kelly Terrace Suite 532, Kamulu",Kamulu,Formally employed (contract),"20,001 - 30,000",25000,2024-12-22,No,3502.36,LOAN-000713-01,Cash Loan,131000,18.5,monthly,6.0,,155235.0,2025-08-27,,Defaulted,112114.39,43120.61,77617.5,2,3,2,0,,Overburdened Family Person,Yes
CUST-000714,Brittany Ross,269***63,1971-04-13,54,Female,+254 *** *** 146,,"63970 Romero Ramp, Nairobi",Nairobi,Formally employed (permanent),"20,001 - 30,000",25000,2023-05-20,Yes,42115.49,LOAN-000714-01,Emergency Loan,50000,25.0,weekly,,24.0,62500.0,2025-05-01,2025-10-09,Active,5208.33,57291.67,299.78,22,2,3,2,"Utility Loan (15,000 KES) - Too many existing loans; Emergency Loan (32,000 KES) - Insufficient income",Overburdened Family Person,No
CUST-000715,Annette Adams MD,254***89,1989-02-05,37,Female,+254 *** *** 122,dm***r@yahoo.co.uk,"3345 Hunt Valley Apt. 514, Kayole",Kayole,Formally employed (permanent),"Above 100,000",150000,2023-09-08,Yes,58310.6,LOAN-000715-01,School Fees Loan,58000,14.5,weekly,,36.0,66410.0,2025-09-18,,Completed,35049.72,31360.28,669.94,17,2,1,0,,Stable Professional,No
CUST-000716,Ricky Washington,145***31,1987-09-01,38,Male,+254 *** *** 189,,"8299 Joshua Expressway Apt. 960, Mombasa Road",Mombasa Road,Formally employed (permanent),"Above 100,000",150000,2024-11-18,Yes,183534.62,LOAN-000716-01,Business Capital Loan,54000,19.5,monthly,9.0,,64530.0,2025-06-09,,Written Off,30614.54,33915.46,21510.0,5,3,1,0,,Stable Professional,Yes
CUST-000717,Roy Sullivan,469***99,1997-04-08,28,Male,+254 *** *** 491,,"199 Nathan Walks, Nairobi",Nairobi,Self-employed/Business owner,"20,001 - 30,000",25000,2025-01-24,Yes,12229.63,LOAN-000717-01,School Fees Loan,26000,14.5,monthly,3.0,,29770.0,2025-08-17,,Written Off,21729.32,8040.68,19846.67,1,2,2,0,,Hustler/Casual Worker,Yes
CUST-000718,Christopher Lewis,853***80,2002-05-24,23,Male,+254 *** *** 831,jo***l@outlook.com,"9064 Ewing Wells, Nairobi",Nairobi,Self-employed/Business owner,"20,001 - 30,000",25000,2023-10-12,No,4958.51,LOAN-000718-01,School Fees Loan,93000,14.5,monthly,3.0,,106485.0,2025-03-06,,Completed,35495.0,70990.0,3889.23,2,1,2,0,,Hustler/Casual Worker,No
CUST-000719,Haley York,064***34,1979-12-28,46,Female,+254 *** *** 740,,"7175 Garcia Track, Nairobi",Nairobi,Self-employed/Business owner,"30,001 - 50,000",40000,2023-05-24,No,2088.12,LOAN-000719-01,Business Capital Loan,104000,19.5,monthly,6.0,,124280.0,2025-12-06,2026-02-04,Active,103566.67,20713.33,974.78,1,1,1,2,"Cash Loan (182,000 KES) - Unstable employment; School Fees Loan (96,000 KES) - Too many existing loans",Overburdened Family Person,No
CUST-000720,Virginia Mitchell,677***82,2004-07-20,21,Female,+254 *** *** 701,sh***7@outlook.com,"828 Jackson Ranch Apt. 460, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2023-11-17,No,356.74,LOAN-000720-01,Business Capital Loan,51000,19.5,weekly,,24.0,60945.0,2026-01-25,2026-02-01,Active,60945.0,0.0,466.85,0,1,2,1,"School Fees Loan (88,000 KES) - High debt-to-income ratio",Entry Level Worker,No
CUST-000721,Robert Welch,273***61,1994-06-23,31,Male,+254 *** *** 991,ri***h@mail.com,"9659 Mary Villages Suite 613, Nairobi",Nairobi,Formally employed (contract),"30,001 - 50,000",40000,2026-01-04,Yes,27119.63,LOAN-000721-01,Utility Loan,34000,16.0,weekly,,12.0,39440.0,2026-01-29,2026-02-05,Active,39440.0,0.0,0.0,0,0,4,0,,Young Entrepreneur,No
